Producto;Precio;Descripcion;Imagen;Pagina
Perifit – Entrenador suelo pélvico interactivo;139;"La revolución en el entrenamiento de suelo pélvico ha llegado: ¡Perifit!.
Existen en el mercado diversidad de alternativas para los ejercicios de Kegel, pero Perifit trae una innovación que lo hace único: el entrenamiento se convierte en un juego gracias a su app interactiva.
Perifit es un sistema nuevo y revolucionario para ejercitar los músculos del suelo pélvico. Ahora puedes hacer ejercicios Kegel de forma divertida e innovadora con la aplicación gratuita y descargable Perifit , que cuenta con 6 programas de entrenamiento y 20 juegos diferentes. Esto te permite trabajar para fortalecer tus músculos del suelo pélvico a tu ritmo y según tu nivel. Las incomodidades como la incontinencia urinaria, el prolapso uterino o una pared vaginal débil pueden solucionarse con un entrenamiento regular. También se verán beneficiadas mejorando la sensación o la comodidad durante las relaciones sexuales en personas con trastornos del suelo pélvico.
Pero…¿es magia?. ¡No!: es ciencia. Perifit se basa en la eficacia de la biorretroalimentación, la cual ha sido validada por numerosos estudios clínicos, que demuestran su eficacia para mejorar la salud del suelo pélvico. Estos estudios demuestran que los usuarios de biorretroalimentación tienden a obtener mejores resultados en términos de fuerza muscular, control y reducción de los síntomas relacionados con las disfunciones del suelo pélvico.
¿Cómo funciona Perifit?: El ejercitador de Perifit tiene un diseño ergonómico para que te lo puedas insertar fácilmente en la vagina. Está hecho de silicona suave y segura para el cuerpo. La mitad superior tiene un sensor que registra exactamente cómo se están realizando los ejercicios. La punta tiene una conexión Bluetooth Low Energy que transmite la información necesaria a la aplicación (puedes estar tranquila: una señal de WiFi normal o una red móvil es 100 veces más fuerte que una señal de Perifit, lo que lo hace completamente seguro).
Además, puedes hacer un seguimiento de tus resultados y progresos de manera sencilla. Esto te mantendrá motivada y te ayudará a alcanzar los objetivos incluso más rápidamente.
Perifit no necesita pilas, incluye una batería interna , y es muy sencillo de limpiar. Simplemente con agua y un jabón suave es suficiente.
¡Únete a la revolución Perifit y ejercita tu suelo pélvico con la más innovadora y comprobada tecnología!";data/imagenes_productos\0-400x442.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
Preservativos Confortex 144 unidades.;30;"Presentamos los preservativos Confortex; condones de gran calidad en formato grande (144 unidades), en la modalidad Nature (neutros) y sabor Fresa.
Los preservativos CONFORTEX están fabricados con materias primas de la mejor calidad. Son productos sanitarios homologados y con marcado CE0120.
Todos nuestros preservativos cumplen todos los requisitos de la Directiva Comunitaria 93/42/CEE relativa a los productos sanitarios y verificados conforme a la norma EN ISO 4074 que especifica tanto los requisitos exigibles a los preservativos de caucho de un solo uso, como las características y los métodos de ensayo.
El envase unitario de los preservativos CONFORTEX NATURE Y FRESAincluye las instrucciones e indicaciones de uso y conservación, así como toda la información necesaria para su utilización con plena seguridad.
Los preservativos CONFORTEX Nature y Fresa tienen una caducidad de 5 años desde su fabricación. Todos nuestros envases llevan impresa tanto la fecha de caducidad como el número de lote para su identificación. La fecha de caducidad indica el periodo de utilización con resultados óptimos.";data/imagenes_productos\condonesnature-400x400.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
Bikini menstrual Cocoro;35;"Por aclamación popular, hemos incorporado al pili-catálogo un artículo que llevabais pidiéndonos desde hace tiempo: los bikinis menstruales.
Contamos además para ello con una marca local de absoluta confianza para nosotras como es Cocoro, que muchas ya conoceréis por sus bragas mentruales (también disponibles en nuestra tienda).
Pasamos a responder algunas de las dudas más frecuentes sobre este producto:



Exactamente…¿qué es un bikini menstual?:



Parece una braga de bikini convencional…pero el bikini menstrual tiene un diseño especial que permite poder bañarte en la playa o piscina mientras estás con la regla, gracias a su sistema antifugas.



¿Dónde está la magia?



La magia (o más bien, la ciencia) está en su tejido especial técnico 4D: compuesto por 3 capas absorbentes que incluye fibras de poliéster superabsorbentes y una película impermeable de poliuretano, capaz de absorber 10 veces su peso en menos de 2 segundos. Esta capa también incorpora Eco-Pul, que evita que la sangre traspase el bikini.



¿Qué capacidad de absorción tiene?



El fabricante nos indica que es adecuado para una cantidad de flujo moderado (1-2 tampones).



Pero…. ¿y si me meto al agua y el bikini se moja, saldrá la regla por todas partes?



Tranquila, tanto las costuras como la parte impermeable impiden que la sangre salga del bañador menstrual.
Aunque entre agua en el bikini o te muevas, no saldrá la sangre al agua, la parte absorbente se encargará de ello. Puedes disfrutar de tu momento “natación sincronizada” sin miedo.
Sin embargo, insistimos, el fabricante la recomienda para flujos ligeros o moderados, ya que si tienes flujo abundante se tendrá que combinar con algún otro producto menstrual.



¿Lo de “empresa local” es literal o reclamo publicitario?



¡No es una forma de hablar! Los productos Cocoro están fabricados íntegramente en Barcelona, con materiales 100% veganos, reafirmando el compromiso de Cocoro con la sostenibilidad y los valores éticos.";data/imagenes_productos\Captura-de-pantalla-de-2024-07-16-11-24-43-400x260.png;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
Libro. Pequeño atlas de la intimidad: el pene.;16;"Este precioso cuento de educación sexual es el hermano del otro “Pequeño atlas de la intimidad” (puedes echarle un vistazo aquí) y en este caso se adentra en el mundo del pene, los testículos y todos los cambios que estos desarrollan a lo largo de la pubertad y edad adulta, entre otras cosas.
Se trata de un atlas ilustrado que se define a sí mismo como un libro “comprometido, inclusivo y sin tabús, que habla a los niños y las niñas de su anatomía y de su intimidad”.
Nos encanta, porque:
– Utiliza un lenguaje sencillo, claro y directo. Incluye, además, un glosario con todo el vocabulario.
– Cuenta con una gran cantidad de imágenes de gran belleza artística a la vez que con rigor informativo.
– Cada niño o niña podrá reconocerse en este libro sin importar su sexo, su color de piel, su estilo, sus gustos o su historia personal. Podrá conocer, además, conceptos fundamentales como el amor, el consentimiento, el pudor,la pubertad, el embarazo…y el nacimiento de un nuevo ser humano.
– Está avalado con el sello de la Cátedra UNESCO de Salud Sexual y Derechos Humanos.
En definitiva, este magnífico atlas brindará conocimiento, rigor e información a cualquier niño o niña deseoso de aprender más sobre temas tan fundamentales para su desarrollo y autoconocimiento.";data/imagenes_productos\atlas6-400x466.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
Libro.El pequeño atlas de la intimidad: la vulva y más.;16;"Este precioso atlas se define a sí mismo como un libro “comprometido, inclusivo y sin tabús, que habla a los niños y las niñas de su anatomía y de su intimidad”.
Nos encanta, porque:
– Utiliza un lenguaje sencillo, claro y directo. Incluye, además, un glosario con todo el vocabulario.
– Cuenta con una gran cantidad de imágenes de gran belleza artística a la vez que con rigor informativo.
– Cada niño o niña podrá reconocerse en este libro sin importar su sexo, su color de piel, su estilo, sus gustos o su historia personal. Podrá conocer, además, conceptos fundamentales como el amor, el consentimiento, el pudor,la pubertad, el embarazo…y el nacimiento de un nuevo ser humano.
– Está avalado con el sello de la Cátedra UNESCO de Salud Sexual y Derechos Humanos.
En definitiva, este magnífico atlas brindará conocimiento, rigor e información a cualquier niño o niña deseoso de aprender más sobre temas tan fundamentales para su desarrollo y autoconocimiento.";data/imagenes_productos\atlas2-400x466.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
Huevo vibrador IntoYou;54;"IntoYou es un huevo vibrador de silicona con colores vivos y con un tacto suave aterciopelado. Además es de textura blanda, lo que lo hace mucho más agradable su uso.
En un vibrador recomendado para entrenamiento de fortalecimiento y tonificación en el suelo pélvico, siempre acompañado con la supervisión de una profesional (fisioterapeuta especializada en suelo pélvico).  También es estupendo para el disfrute sola o en compañía.
Para su manejo, tiene un botón de encendido, apagado y control de velocidades en el propio vibrador. Esto asegura un manejo simple y sin complicaciones.
Además, cuenta con control remoto a partir de una APP disponible para android y apple: ActiveJoy®. A través de esta APP, puedes activar su manejo con la frecuencia de vibración que quieras (dibujando un patrón) o incluso puede funcionar al ritmo de tu canción favorita. Estas funciones pueden ayudarte a que su manejo sea más cómodo una vez lo estás usando, y además puede servir para jugar con tu pareja, ¡deja que lleve las riendas y que te sorprenda!
Su motor tiene 10 modos de vibración diferentes y es recargable por USB.
Úsalo con un lubricante como este, para mejorar la experiencia de uso.";data/imagenes_productos\huevo-con-app-silicona-doble-capa-amarillonaranja-400x400.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
Salvaje, de Jasón Zamora;15;"“Salvaje” es la primera obra de género erótico de Jasón Zamora. Son relatos hechos para disfrutar, enseñar, reflexionar y valorarnos. Es un libro que envuelve doce historias con una energía inmensa común: el sexo y la erótica en las personas con discapacidad.
Este libro pretende hacer disfrutar y también pretende hacer reflexionar al rededor de sexo y la discapacidad, la que es visible y también la invisible.
Como sociedad, necesitamos producciones culturales que visibilicen las realidades eróticas de las personas con discapacidades y este es un ejemplo maravilloso.
Como dice el propio autor, Jasón Zamora, la sexualidad es un regalo de la vida de la que nadie debería ver privado.
” Al igual que el agua estancada se pudre y hay que dejar que siga su curso, creo que también la sexualidad debe ser natural y libre”. Así comienza el prólogo de este libro… ¿Te animas a seguir leyendo?
SI quieres ver otros libros y materiales que forman parte nuestra pequeña selección de biblioteca pincha en este enlace.
También puedes seguirnos en nuestras redes sociales. Aquí, por ejemplo, te dejamos enlace para conectar con nuestro facebook.";data/imagenes_productos\Salvaje-1-e1705652421266-400x560.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
Libro Yo te lo explico, de Mamen Jiménez;20;"¿Qué, cuándo y cómo hablar de “eso” con tu peque? Son las preguntas que muchas familias se hacen.
De eso habla el libro Yo te lo explico, de la psicóloga y sexóloga Mamen Jiménez (conocida en redes como Lapsicomami), una guía para acompañar el desarrollo de la sexualidad de tus peques.
Un día está naciendo tu retoño, y unos pocos años después es la propia criatura la que te esta preguntando infinidad de curiosidades. ¿Es demasiado pronto para contarle según qué cosas? ¿no le estaré dando más información de la que necesita?
Mamen Jiménez te lo cuenta con naturalidad, claridad y un toque de humor para que tú se lo cuentes a tu peque, para que puedas acompañar su desarrollo afectivo-sexual y sus preguntas con naturalidad, sin vergüenza y sin sudores cada vez que tu criatura te pregunta por según qué cosas.
Aquí encontrarás algunas respuestas tanto a sus preguntas como a las tuyas, así como un buen número de herramientas para abordar este tema en casa, juntxs.
Si quieres explorar nuestra sección de librería lo puedes hacer aquí.";data/imagenes_productos\yoteloexplico-675x900-1-400x533.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
Hablemos de menopausia. Miriam al Adib;20;"Hablemos de menopausia:
Salud sexual femenina desde una perspectiva global.
En Hablemos de menopausia, nuestra querida ginecóloga Miriam Al Adib nos trae un libro esencial lleno de información valiosa. Una guía para entender y abrazar esta etapa trascendental de nuestras vidas.
En el se desmitifica la menopausia y te empodera para tomar decisiones conscientes e informadas con respecto a tu salud y bienestar. A lo largo de sus páginas aprenderás a escuchar y comprender tu cuerpo, a redescubrirte y cuidarte, y a enfrentar este ciclo vital con entusiasmo y serenidad.
Hablemos de menopausia es una herramienta esencial que te acompañará en el camino hacia una vida plena y apasionante durante la menopausia, ¡y más allá!
SI quieres ver otros libros y materiales que forman parte nuestra pequeña selección de biblioteca pincha en este enlace.
También puedes seguirnos en nuestras redes sociales. Aquí, por ejemplo, te dejamos enlace para conectar con nuestro facebook.";data/imagenes_productos\71iFsjc8W-L._AC_UF10001000_QL80_-400x605.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
Hablemos de vaginas. Miriam al Adib;20;"Hablemos de vaginas.
Salud sexual femenina desde una perspectiva global.

Editor
Oberon


EAN
9788441541399


ISBN
9788441541399


Encuadernación
Tapa blanda


Nº de páginas
280 páginas


Profundidad
2 cm


Altura
23 cm";data/imagenes_productos\hablemos-de-vaginas-400x588.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
Hablemos de nosotras . Miriam Al Adib.;20;"Hablemos de nosotras .
Reflexiones de una ginecóloga rebelde.
Siempre nos ha gustado mucho el humor y la denuncia que, a través de sus publicaciones anteriores, la ilustradora Lola Vendetta venía a presentar. Esta vez ilustra para la Dra. Miriam Al Adib Mendiri.
Esta vez la propuesta toma un carácter diferente y ya como Miriam nos propone una mirada panorámica general de ese proceso que es y sigue siendo desde tiempos de Simone de Beauvoir ‘hacerse una mujer’.
Hablemos de nosotras es una lectura entretenida, fácil de sostener, con sentido del humor y muy accesible, no obstante esta sencillez no le resta profundidad a los planteamientos, ni sentido mordaz y suspicaz respecto al género, ni, desde luego, un milímetro de conciencia social y pensamiento crítico. A nosotras nos ha encantado.
Según sus propias palabras:
“Durante toda mi vida profesional como ginecóloga he escuchado cientos de testimonios en los que observo el daño que hace la falta de conexión con nuestros propios cuerpos. Y esto es algo que se da independientemente del nivel cultural o de la condición socioeconómica. La desposesión del cuerpo es un proceso invisible asentado en todo tipo de tabúes y que se da en todas las etapas de la sexualidad femenina. Se alimenta del miedo, la vergüenza, la culpa, la vulnerabilidad, el estigma, la desvalorización… En este libro hablaremos de sexualidad, de cómo vivimos el sufrimiento y la felicidad, el placer y el dolor, el amor y el miedo. Porque no es posible ser felices sin coherencia, y no es posible ser coherentes si no sabemos quiénes somos, qué hay en nuestra naturaleza, cuáles son nuestras creencias y limitaciones… con todas sus luces y sombras.”";data/imagenes_productos\hablemos-de-nosotras-400x609.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
WATCHME RELOJ CONTROL REMOTO;19;"WATCHME Es un reloj inteligente que te ayudará a controlar los juguetes WEARWATCH. Podemos sincronizarlos con los juguetes sexuales que utilicen la tecnología watchme para controlar las vibraciones.
Los toys WEARWATCH  incluyen la tecnología reloj WATCHME, con el reloj incluido y listos para usar con el control remoto o sin el. ¿Pero es que es esta tecnología?
Con tu reloj WATCHME podrás:

Activar / Desactivar la vibración.
Modificar los modos de vibración
Modificar las intensidades en cada modo de vibración.";data/imagenes_productos\img_119128_c45461af44c476819673ce48bdeca1b9_1-400x400.png;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
3, 2, 1…¡Culos al sol!;15;"3, 2, 1…¡Culos al sol! Positivismo corporal que nos encanta.

3, 2, 1…¡Culos al sol! Mila y su familia van a Italia para disfrutar de unas vacaciones en la playa.
Mila tiene dudas: “¿hay tiburones en el Mediterráneo?”.
Papá no quiere ir a una playa llena de turistas y se ha enterado de aquella donde van los locales.
Pero…¿no se verá allí muchos culos al sol?
 
Annika Leone es la autora de este texto maravilloso continuación del volumen anterior que también nos encantó. Además de autora en esta colección, Annika es editora, cronista y escritora en Lifestyle Magazine y en el periódico vespertino Expressen.
Annika es uno de los referentes en lo relacionado con el positivismo corporal; el sentirnos bien en nuestro cuerpo aunque no sea perfecto, querernos más y mejor, aceptarnos tal cómo somos…
“1, 2, 3…¡culos!” es su primer libro infantil y con “3, 2, 1… ¡culos al sol!” llega el segundo.
 
Bettina Johansson ha ilustrado más de 35 libros, entre ellos el primer libro infantil sueco donde se usa un pronombre sin género. Gato Sueco ha publicado también “¿Por qué llora el papá?”, ilustrado por ella y escrito por Karin Murray-Brodin. Tiene un estilo muy particular en su uso de las figuras y del color que nos recuerda a nuestros cuentos e ilustrados de la infancia. Desde luego en esta colaboración concreta con Annika nos ha encantado, como no podía ser menos.";data/imagenes_productos\321culos-400x504.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
1, 2, 3… ¡Culos!;15;"1, 2, 3… ¡Culos! Un libro sobre cuerpos y diversidad que nos encanta.


Es sábado ¡por fin! Mila va a saltar a la piscina más grande ¡ella sola! ¿se atreverá? En el cambiador hay mucho por ver: cuerpos desnudos que son iguales, pero a la misma vez tan diferentes… ‘1, 2, 3…¡CULOS! ‘ es un divertido libro ilustrado sobre un día en la piscina. También es un libro sobre nuestros cuerpos y la desnudez. 

Un libro que nos anima a aceptarnos y disfrutar de nuestros cuerpos tal y como son. La escritora y positivista corporal Annika Leone ha escrito el texto, y lo ha ilustrado Bettina Johansson, autora de las imágenes de “¿Por qué llora el papá?”
 
El clásico libro de Annika Leone con ilustraciones de Bettina Johansson nos encantó en su momento y nos sigue encantando. Cómo todos los demás la verdad. Un canto de diversidad, aventura, valentía y naturaleza.";data/imagenes_productos\IMG_20221205_2020481-400x533.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
Un bosque oscuro, un sendero…;15;"Un bosque oscuro , un sendero… ¡Culos sin miedo! Mila, mamá y papá se van de vacaciones a un campamento junto a un lago. Sin embargo, a papá le encantaría dormir al aire libre en el bosque, como un auténtico scout. Regaliz está muy contento porque ha encontrado un nuevo amigo. Pero solo un día después de llegar, desaparece. Mila lo busca por todas partes. ¿Puede que haya ido a explorar el bosque? Mila vuelve a vivir aventuras con su familia y con ella, los más peques pueden descubrir un mundo diverso, con muchas formas de vida, de ser ¡y de cuerpos!
 
El nuevo libro de Annika Leone con ilustraciones de Bettina Johansson nos ha encantado. Cómo todos los anteriores la verdad. Un canto de diversidad, aventura, valentía y naturaleza.
Si quieres ver otros libros de autoras  cuyas propuestas nos gusta pincha aquí.";data/imagenes_productos\un-bosque-oscuro-un-sendero-culos-sin-miedo-400x517.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
Dale a tu criatura 100 posibilidades en lugar de 2;20;"‘Dale a tu criatura 100 posibilidades en lugar de 2’ de  Kristina Henkel,     Marie Tomičić y otras autoras nos proponen un libro familias y educadoras que quieran dar a niñas y niños otras posibilidades y opciones más allá de una sociedad sexista y binaria.
La lectura es amena y divertida  y utilizando  ejemplos del día a día, las autoras visibilizan de forma muy elocuente la división potente de la realidad por motivos de género: en los juguetes y las prendas de vestir, en los sentimientos y en las relaciones de amistad.
Pero el libro no solo se queda en la mirada crítica sobre esta realidad sino que propone romper los estereotipos, a través de unas recomendaciones prácticas y sencillas: Un caramelo si nuestro horizonte de crianza y educación es la igualdad.
 
Si deseas ver otras publicaciones similares y libros que tenemos en nuestra pequeña biblioteca estás invitada a visitar el siguiente enlace.
También puedes seguirnos en nuestras redes sociales. Aquí, por ejemplo, te dejamos enlace para conectar con nuestro facebook.";data/imagenes_productos\IMG_20221202_181233-400x378.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/1
“El semen mola, pero necesitas saber cómo funciona” de Anna Salvia y Cristina Torrón;16;"“El semen mola, pero necesitas saber cómo funciona”
Tercera publicación de la colección ‘La regla mola’, ‘Tu cuerpo mola’ y ahora también ‘El semen mola’.
Esencial para nuestros niños, niñas y niñes.";data/imagenes_productos\el-semen-mola1-400x618.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
Una nueva manera de menstruar – Anna Salvia;22;"El libro que desdibuja los tabús de la regla y construye un camino hacia una nueva cultura menstrual.
Por Anna Salvia, psicóloga en educación y salud sexual, autora de Viaje al ciclo menstrual ,La regla mola, y con esta nueva edición, Una nueva manera de menstruar, descubrirás otra forma de vivir la menstruación.
En este libro comprenderás que la regla es una función fisiológica que no debería provocar dolor. Sin embargo, hemos recibido una educación menstrual que nos ha enseñado a vivir la menstruación desde la incomodidad y el malestar.
En este obtendrás los conocimientos y herramientas clave para entender el funcionamiento de tu cuerpo, respetar tus ciclos y poder vivir la menstruación desde el bienestar.
Libro dirigido a personas adultas que busquen entender mejor su cuerpo y sus ciclos internos.";data/imagenes_productos\una-nueva-manera-de-menstruar-scaled-400x530.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
Unique, preservativos vaginales sin látex;10;"Los preservativos vaginales, están lubricados y llevan una burbuja de aire como mecanismo de retención interna. Se colocan de forma muy fácil introduciendo por la parte de la burbuja y dejando en el exterior de la vulva la arandela externa. La burbuja es independiente al condón; en caso de rotura de la burbuja no influye en la protección del preservativo.
Están fabricados en resina sintética (polietileno) y son los únicos que ofrecen un espesor de 0.01-0.02 mm, completamente adaptables y de talla única con un ancho nominal desde 60 a  90 mm  y un largo de 170-190 mm completamente adaptable.";data/imagenes_productos\img_82986_98748737475670fcb96cd6f8f60bbe1b_1-400x401.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
“Tu cuerpo mola, aprende a descubrirlo” de Marta Torrón y Cristina Torrón;16;"Si nos gustó el libro “La regla mola, si sabes como funciona”, este libro no iba a ser menos.
“Tu cuerpo mola, aprende a descubrirlo”, es un libro que nos enseña a vivir y habitar nuestro cuerpo teniendo una relación de confianza y bienestar, conociendo sus cambios y descubriendo zonas de él que hayan podido estar silenciadas, como la vulva. Es un libro fantástico para empezar a tener desde edades tempranas una relación sana con nuestro cuerpo o redibujar el cuerpo borrado.
Una lectura amena, ilustrada y divertida para poder valorar y habitar nuestros cuerpos y pode vivir la sexualidad con alegría, salud y seguridad.";data/imagenes_productos\9788418318931-1-400x520.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
Tutty, un juego de diversidad familiar;14;"Tutty, juego diversidad familiar.
Este es un juego de cartas para todas las edades que impulsa el respeto a la diversidad afectiva, sexual y familiar, además de la diversidad cultural y social, ofreciendo modelos alternativos de convivencia.
Sobre todo, pretende que niñas y niños aprendan que las relaciones familiares se fundan en el cariño, el cuidado y el respeto; y si eso se cumple, ¡estás de suerte con tu familia!
Un juego que, tanto en familia como en centros educativos, nos da la oportunidad de hablar de estructuras familiares, de proyectos vitales, de orientación del deseo y de diversidad. Porque mediante el juego no solo nos divertimos, sino que además, aprendemos.";data/imagenes_productos\tutty2-400x399.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
Condones de Comercio Justo Fair Squared Original (pack 3);4,50;"Condones hechos con látex de caucho natural extraído de la  plantación Tamil Nadu situada en  sur de la India que tiene la  certificación FSC (Consejo de Administración Forestal; gestión de los bosques de forma respetuosa y responsable) y colabora con la Fair Rubber Association.
La plantación New Ambadi se encuentra en la región Tamil Nadu, en el Sur de India. De aquí proviene el látex de caucho natural que es utilizado en la producción de los condones.  Dentro del precio de los condones existe un suplemento dirigido a garantizar y mejorar la vida de las/os productoras/es; tanto éstas/os como la dirección de la plantación deciden juntas/os en qué se va a invertir. Así pues, este dinero ha sido destinado a costear parte de la asistencia sanitaria de las/os agriculturas/os, el coste de la escuela y la educación de sus hijas/os y para la pensión de las/os trabajadoras/es.
Cada preservativo viene testado electrónicamente y no se utilizan animales en dicho proceso.Son producidos por la firma CPR Germany GmbH, en Sarstedt, una ciudad próxima a Hanovre. CPR es un productor de productos médicos con certificación ISO, es decir, que cumplen con las normas europeas establecidas. Además, la producción está en constante supervisión por TÜV Rheinland (Association d’inspection technique de la Rhénanie).";data/imagenes_productos\fairsquared-fair-trade-kondome-original-3er-vegan-400x400.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
Condones Comercio Justo Fair Squared Original (Pack de 10);9;"Condones hechos con látex de caucho natural extraído de la  plantación Tamil Nadu situada en el sur de la India que tiene la certificación FSC (Consejo de Administración Forestal; gestión de los bosques de forma respetuosa y responsable) y colabora con la Fair Rubber Association.
La plantación New Ambadi se encuentra en la región Tamil Nadu, en el Sur de India. De aquí proviene el látex de caucho natural que es utilizado en la producción de los condones.  Dentro del precio de los condones existe un suplemento dirigido a garantizar y mejorar la vida de las/os productores. Tanto estas/os como la dirección de la plantación deciden juntas/os en qué se va a invertir. Así pues, este dinero ha sido destinado a costear parte de la asistencia sanitaria de las/os agriculturas/es, el coste de la escuela y la educación de sus hijas/os y para la pensión de las/os trabajadoras/es.
Cada preservativo viene testado electrónicamente y no se utilizan animales en dicho proceso.Son producidos por la firma CPR Germany GmbH, en Sarstedt, una ciudad próxima a Hanover. CPR es un productor de productos médicos con certificación ISO, es decir, que cumplen con las normas europeas establecidas. Además, la producción está en constante supervisión por TÜV Rheinland (Association d’inspection technique de la Rhénanie).";data/imagenes_productos\fair-squared-original-xl-400x400.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
Preservativos vaginales Pasante;9;"Preservativos vaginales  fabricados en poliuretano, sin látex de caucho. Se trata de un producto vegano.
Una alternativa a los clásicos preservativos para colocar en el pene. Previene de embarazos no deseados y de infecciones de transmisión genital.
Su diseño es para colocar en la vagina, a través de su aro para colocarlo, se empuja y se extiende hasta el cuello del útero, cubriendo todas las paredes vaginales de forma segura. Cuando está bien colocado, retiramos el aro.
Fabricados en Reino unido con Certificado Europeo CE.";data/imagenes_productos\femaleeeee-400x400.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
La regla mola, si sabes cómo funciona de Anna Salvia y Cristina Torrón;16;"La regla mola, si sabes cómo funciona de Anna Salvia y Cristina Torrón es un libro que hacía falta.
La regla mola, pero es algo que seguramente muchas personas cuestionarán. Aunque el acento no sólo hay que ponerlo ahí, sino en esa segunda parte del título que aparece más pequeñita, y que para nosotras es la clave: «si sabes cómo funciona».";data/imagenes_productos\9788417922986-1-400x520.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
Bragas menstruales Cocoro;30;"Bragas menstruales Cocoro
La revolución en comodidad para tu menstruación ya llegó. Siéntete libre para menstruar en tus braguitas Cocoro sin esos temores tan conocidos de “se me ha movido la compresa”, “no puedo sacarme el tampón”, “esta compresa me irrita la piel”, “¡menudo olor!”…
Es tan fácil como ponerte las braguitas y dejar de preocuparte. Reutilizables y lavables en lavadora, con vida media de unos dos años. Son ecológicas porque no generan residuos y su capa de algodón y propiedades antibacterianas se ocupan del cuidado y buen trato de tu piel.";data/imagenes_productos\classic-essence-rosa-1-400x267.jpg;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
Intimichic Pelvis Health I 2.0, dispositivo para el suelo pélvico;40;"Intimichic Pelvis Health I 2.0, dispositivo para el suelo pélvico
El suelo pélvico es el último grupo de músculos del tronco corporal, y son los encargados de sostener la vejiga, el útero y el recto, por eso es muy importante su cuidado y conocimiento. Intimichic Pelvis Health I 2.0 es un dispositivo de calidad para el cuidado de esta importante parte del cuerpo.
Se trata de un producto terapéutico pensado para el fortalecimiento de  la musculatura pélvica, que facilita realizar un proceso de fortalecimiento más cuidado y completo que las bolas chinas.
La principal diferencia respecto a las bolas chinas convencionales es que se abre para poder introducir e intercambiar cuatro bolas de diferentes pesos, pudiendo solo meter un peso cada vez. De esta forma, nos aseguramos poder llevar un entrenamiento/tratamiento pélvico mucho más progresivo, mediante al aumento gradual de peso.
Una característica muy importante de  Pelvis Health es su diseño, su forma más estrecha en la parte superior que se va haciendo más ancha de manera progresiva, hace que sea un elemento muy ergonómico y facilita su introducción, así como su extracción de la vagina.
Realizado con silicona médica de gran calidad y de tacto aterciopelado hace que sea un producto muy agradable a la vez que saludable.";data/imagenes_productos\pelvis-health2-400x400.png;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
Gel anticonceptivo – Contragel;15;"Gel anticonceptivo – Contragel:
ContraGel es una alternativa natural al espermicida para su uso con diafragmas o capuchones cervicales, ya que gracias a la celulosa el gel crea una capa adicional entre el diafragma o capuchón y el cuello del útero.
Los espermicidas tradicionales suelen incorporar productos muy fuertes que pueden causar irritaciones en las pieles más sensibles del cuerpo y estas irritaciones no sólo se pueden producir en la persona que se lo aplica, sino también en su pareja. Hay muchos casos de parejas quienes han dejado su método de anticoncepción preferido (como un capuchón cervical o diafragma) simplemente por problemas de irritaciones, pero ahora ContraGel ofrece una alternativa a estos espermicidas.
Se trata de un gel anticonceptivo libre de hormonas y vegano que tiene un efecto inhibidor de la movilidad en los espermatozoides, es decir su movimiento de avance se detiene o ralentiza. No contiene nonoxinol 9, sustancia química que tenían anteriormente los espermicidas y que provocaba reacciones e irritaciones y es respetuoso con el PH vaginal. Al utilizar ingredientes naturales, reduce el riesgo de apariciones de cualquier reacción adversa y minimiza el riesgo de irritación e infecciones.
Es importante saber que se ha de usar junto con un diafragma o capuchón cervical, puesto que si se usa sin una de estas barreras no es un método anticonceptivo seguro. Además no previene de infecciones de transmisión genital.
Está aprobado por la CE y por lo tanto cumple con la normativa europea.";data/imagenes_productos\espermicida.jpg-400x109.png;https://desmontandoalapili.com/categoria-producto/bienestar/page/2
